受渡日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),売りブロック入札総量(kWh),売りブロック約定総量(kWh),買いブロック入札総量(kWh),買いブロック約定総量(kWh)
2026/05/28,19,30077200,30933050,25147250,20.56,23.00,23.00,23.00,23.00,23.00,23.00,16.74,0.02,11.77,8630250,5857450,1801000,952000
2026/05/28,20,30688250,31849600,25916650,23.00,22.00,22.00,29.90,29.90,29.90,29.90,15.73,0.01,10.59,8792800,5979200,1848700,978700
2026/05/28,21,30837600,32304100,26085900,22.65,20.00,20.00,29.99,29.99,29.99,29.99,14.20,0.01,9.78,8943950,6109650,1994850,1023450
2026/05/28,22,31084950,32265400,26116150,20.58,16.17,19.00,23.00,23.00,23.00,23.00,16.74,0.01,9.78,9072200,6219000,2113000,1071650
2026/05/28,23,31189800,32817550,26205700,21.11,16.17,19.18,24.00,24.00,24.00,24.00,17.33,0.01,9.78,9153350,6275900,2568950,1222850
2026/05/28,24,31211900,32939200,26036750,20.57,16.18,19.26,21.11,21.11,21.11,21.11,21.11,0.01,9.49,9134900,6290150,3052300,1360950
2026/05/28,25,31472150,30921400,25099300,17.46,16.15,16.83,17.94,17.32,17.32,17.32,17.32,0.01,9.49,9321150,6258400,2917800,1212900
2026/05/28,26,31338300,30970150,25051550,18.00,16.12,18.05,18.91,17.09,17.09,17.09,17.09,17.09,9.49,9507200,6259350,2517300,1235600
2026/05/28,27,30814900,32354200,25817700,23.00,25.66,25.66,26.22,23.09,23.09,23.09,23.00,20.00,9.49,9250850,6135050,2177950,1233600
2026/05/28,28,30718850,32511600,26230450,28.11,24.77,24.77,30.50,30.50,30.50,30.50,17.31,2.05,9.78,8954750,6141800,1884000,1128600
2026/05/28,29,30572200,32410250,26229250,30.00,25.21,25.21,30.56,30.56,30.56,30.56,17.32,0.01,9.78,8917150,6256050,1635700,1129050
2026/05/28,30,30072800,32486800,25975500,30.99,25.00,25.00,35.01,31.04,31.04,31.04,17.34,0.01,9.78,8822300,6240200,1615550,1140500
2026/05/28,31,29747900,32094650,25686300,30.50,30.00,30.00,31.03,31.03,31.03,31.03,17.31,0.02,9.78,8872700,6265600,1241100,784700
2026/05/28,32,29104200,31846650,25118850,30.99,36.00,36.00,36.00,36.00,36.00,36.00,17.32,0.01,11.77,8849100,6214500,1085050,698550
2026/05/28,33,28850400,31683650,24995550,30.00,30.55,30.55,30.55,30.55,30.55,30.55,17.31,0.02,17.17,8906300,6297600,1091050,686950
2026/05/28,34,27971800,31140300,24348500,31.00,31.00,31.00,31.00,31.00,31.00,31.00,18.40,1.00,18.40,8796550,6283500,1091400,684000
2026/05/28,35,27299600,30013950,23863700,30.00,30.00,30.00,30.00,30.00,30.00,30.00,18.40,2.51,18.40,8661850,6392750,1063600,680450
2026/05/28,36,26665600,29818850,23499050,31.00,40.00,41.00,41.00,30.00,30.00,30.00,22.02,4.50,22.02,8601650,6336050,1042000,676450
2026/05/28,37,26102050,29966600,23125550,31.00,34.99,50.00,50.00,28.16,28.16,28.16,22.05,17.72,22.05,8476300,6269700,947650,674300
2026/05/28,38,25834500,30111400,22812550,31.00,27.35,49.50,49.50,28.16,28.16,28.16,24.99,19.35,24.99,8443350,6272750,958150,671400
2026/05/28,39,25760650,29443300,22603850,30.56,27.35,40.01,40.01,22.03,22.03,22.03,22.03,19.35,22.03,8514700,6288100,973100,667550
2026/05/28,40,25667300,28964650,22355400,30.01,39.50,39.50,39.50,21.33,21.33,21.33,21.33,18.54,21.33,8515700,6268100,864900,663350
2026/05/28,41,25407500,28617450,21786600,28.16,27.86,27.86,27.86,22.02,22.02,22.02,22.02,17.72,22.02,8447500,6166250,821550,666900
2026/05/28,42,25564950,27845150,21615600,23.77,24.00,24.00,24.00,19.45,19.45,19.45,19.45,9.36,19.45,8540150,6186400,923100,789400
2026/05/28,43,25398050,26996500,21257650,24.00,20.56,20.56,20.56,19.40,19.40,19.40,19.40,15.00,19.40,8652350,6184250,886850,842100
2026/05/28,44,25486450,26758600,20870250,19.87,18.63,18.63,18.63,18.40,18.40,18.40,18.40,9.36,18.40,8733250,6167150,1360050,1018150
2026/05/28,45,25027700,25796600,20468650,19.35,18.54,18.54,18.54,18.54,18.54,18.54,18.54,9.07,18.54,8657800,6077550,1456800,970750
2026/05/28,46,24850300,25279800,20297400,20.56,20.00,20.00,20.00,18.29,18.29,18.29,18.29,3.00,18.29,8545750,6027500,1390450,905900
2026/05/28,47,24415600,24689350,19940500,19.14,18.60,18.60,18.60,18.20,18.20,18.20,18.20,3.00,17.25,8263550,5992800,1347650,862100
2026/05/28,48,23835900,23527300,19431800,18.39,18.41,18.41,18.41,17.32,17.32,17.32,17.32,2.90,11.77,7803250,5885250,800200,631150
2026/05/29,1,23267700,23140450,18478600,19.89,16.04,19.89,19.89,18.95,18.95,18.95,17.31,0.02,17.00,6546650,3258400,840950,502950
2026/05/29,2,23791500,22834300,17764200,20.56,16.06,19.44,19.44,19.44,19.44,19.44,17.33,0.01,17.33,8249250,3609050,1050100,634600
2026/05/29,3,23894600,22446850,17403350,20.50,15.99,19.48,19.48,19.48,19.48,19.48,17.34,0.01,11.77,8633300,3612650,1102650,671150
2026/05/29,4,24043000,22036200,17223100,19.58,16.01,19.02,19.02,19.02,19.02,19.02,18.07,0.01,11.77,8661550,3609850,1082300,648300
2026/05/29,5,23877100,21946900,17224850,19.89,17.85,19.09,19.09,19.09,19.09,19.09,17.34,0.01,11.77,8585900,3572150,942650,692150
2026/05/29,6,23960750,22116050,17416850,19.89,19.12,19.12,19.12,19.12,19.12,19.12,16.75,0.01,11.77,8621900,3664500,1002600,709150
2026/05/29,7,24006150,22372800,17632100,20.21,19.53,19.53,19.53,19.53,19.53,19.53,16.74,0.02,11.77,8651000,3737050,1087100,790100
2026/05/29,8,24185800,22658850,17893100,20.56,19.89,19.89,19.89,19.89,19.89,19.89,16.75,2.00,11.77,8637850,3753600,1160400,862400
2026/05/29,9,24169500,22568700,17825900,21.00,19.89,19.89,19.89,19.89,19.89,19.89,16.75,2.00,11.77,8607900,3766500,1091350,796850
2026/05/29,10,24209350,22810550,17863100,22.00,16.26,19.89,19.89,19.89,19.89,19.89,16.75,3.00,13.48,8715350,3798450,1161350,893350
2026/05/29,11,24349250,22812800,17839600,21.99,9.92,19.89,19.89,19.89,19.89,19.89,19.89,3.00,19.89,8810900,3713800,1072950,898950
2026/05/29,12,25219200,22016700,17972750,19.04,8.79,18.24,18.24,18.24,18.24,18.24,18.24,2.00,18.24,8958050,3613200,844650,819050
2026/05/29,13,26681550,22044400,18532850,17.68,8.79,13.54,17.56,17.56,17.56,17.56,17.32,0.01,9.78,9196500,3530150,1021600,921100
2026/05/29,14,28222300,22149600,18850350,16.77,8.10,8.10,16.83,16.83,16.83,16.83,16.74,0.01,9.28,9328100,3572900,1467700,895700
2026/05/29,15,30037600,22556450,19276400,15.00,7.15,7.15,16.27,16.27,16.27,16.27,9.07,0.01,9.07,9726000,3619200,1754300,811300
2026/05/29,16,32082800,24717600,20847000,16.17,2.90,2.90,18.51,16.65,16.65,16.65,0.50,0.01,0.50,9896700,3617600,1905000,880500
2026/05/29,17,34015050,26481850,22621350,15.72,2.00,2.00,18.26,16.90,16.90,16.90,0.01,0.01,0.01,9998950,3543250,2114300,1086600
2026/05/29,18,35368550,28263550,23909400,16.48,1.00,1.00,19.81,17.05,17.05,17.05,0.01,0.01,0.01,10150350,3535100,2235650,1102250
2026/05/29,19,36813600,28875150,24608850,15.00,0.01,0.01,18.51,17.10,17.10,17.10,0.01,0.01,0.01,10330500,3551000,2362750,1120800
2026/05/29,20,38088550,29653050,25261850,12.95,0.01,0.01,18.74,17.05,17.05,17.05,0.01,0.01,0.01,10419750,3582300,2560100,1315250
2026/05/29,21,39139350,29442250,25437100,11.00,0.01,0.01,17.96,16.77,16.77,16.77,0.01,0.01,0.01,10483000,3639200,2712950,1468500
2026/05/29,22,39725250,30000500,25926650,10.00,0.01,0.01,18.05,16.65,16.65,16.65,0.01,0.01,0.01,10657100,3672200,2965600,1720150
2026/05/29,23,40167850,30744250,26177250,11.20,0.01,0.01,18.54,16.65,16.65,16.65,1.00,0.01,0.01,10878500,3744450,3295700,1821000
2026/05/29,24,40367350,31378250,26589600,11.00,0.01,0.01,18.51,16.89,16.89,16.89,1.00,0.01,0.01,10988300,3762500,3627700,1822200
2026/05/29,25,40741350,29959200,25733750,8.12,0.01,0.01,17.96,14.15,14.15,14.15,0.01,0.01,0.01,11167900,3753200,3650250,1816600
2026/05/29,26,40565100,29490200,25620200,8.01,0.01,0.01,17.85,14.15,14.15,14.15,0.01,0.01,0.01,11164150,3772250,3345900,1833600
2026/05/29,27,39903350,30623050,26400550,11.45,0.01,0.01,20.00,16.65,16.65,16.65,2.50,0.01,0.01,10858450,3786700,2829600,1784200
2026/05/29,28,39094650,30237450,26300950,10.98,0.01,0.01,30.00,16.65,16.65,16.65,0.04,0.01,0.01,10492050,3677450,1902000,1546600
2026/05/29,29,38328400,30103300,25977450,11.73,0.01,0.01,39.99,16.58,16.58,16.58,0.01,0.01,0.01,10259700,3673450,1480450,1215950
2026/05/29,30,37651000,30279250,25966700,15.00,0.01,0.01,50.00,17.02,17.02,17.02,0.01,0.01,0.01,10104850,3668800,1333150,1023600
2026/05/29,31,36305800,30253400,25660850,16.84,1.00,1.00,50.01,17.08,17.08,17.08,0.04,0.01,0.04,9958600,3692800,1261250,1052200
2026/05/29,32,34777750,29354700,24909100,17.31,7.27,7.27,32.00,18.29,18.29,18.29,9.07,0.01,9.07,10025550,3655550,1088000,992350
2026/05/29,33,33910200,29613650,24308550,17.71,12.95,12.95,20.89,18.45,18.45,18.45,9.07,0.01,9.07,10251150,4195500,1063550,966700
2026/05/29,34,32386750,29438700,23828950,18.87,15.70,18.04,26.00,25.00,25.00,25.00,9.28,0.01,9.28,10084250,4156700,1056850,879900
2026/05/29,35,31266600,28756950,23020750,19.40,15.70,19.84,28.53,27.00,27.00,27.00,11.37,0.01,9.49,9873250,4086200,1056400,855900
2026/05/29,36,29824300,28680500,22110950,23.00,15.70,30.00,30.00,30.00,30.00,30.00,11.77,0.01,11.77,9787950,4082850,1152100,845450
2026/05/29,37,28876000,28303900,21943450,29.81,15.76,30.11,30.11,30.11,30.00,30.00,16.74,2.90,16.74,9608650,4063550,1153050,839900
2026/05/29,38,28054600,28800850,21476050,31.04,15.75,36.00,36.00,30.59,30.59,30.59,19.40,4.00,19.40,9529900,3984550,1150300,838200
2026/05/29,39,27883650,28228550,21104850,30.68,15.76,36.00,36.00,25.00,25.00,25.00,19.00,5.00,19.00,9587150,3933150,1148950,836650
2026/05/29,40,27819400,27491900,20692800,28.53,15.76,28.53,28.53,19.27,18.94,18.94,18.94,4.50,18.94,9479000,3828300,1143400,833100
2026/05/29,41,27854500,26445300,20095400,22.90,15.76,20.00,20.00,18.65,17.39,17.39,17.39,4.00,17.39,9595650,3852200,1136600,820100
2026/05/29,42,27633050,26270450,19538950,19.70,19.21,19.21,19.21,18.65,17.32,17.32,17.32,3.00,17.32,9627500,3655450,1130950,813950
2026/05/29,43,27470550,25512250,19250200,19.68,18.80,18.80,18.80,18.80,17.39,17.39,17.39,3.00,17.39,9555900,3536500,1125200,808200
2026/05/29,44,27403450,25561150,19037900,19.29,18.54,18.54,18.54,18.54,17.39,17.39,17.33,0.02,17.33,9455050,3490100,1415100,804100
2026/05/29,45,27434500,25528600,19300000,19.55,18.71,18.71,18.71,18.71,17.32,17.32,17.32,3.00,17.32,9323850,3398000,1398250,800700
2026/05/29,46,26886600,24887200,19503800,23.18,19.48,19.48,24.98,24.98,16.74,16.74,16.74,2.00,15.98,9048300,3362950,1269600,678550
2026/05/29,47,26163400,24400350,19170950,23.00,19.92,19.92,21.32,21.32,21.32,21.32,17.32,2.00,15.74,8513750,3325000,1076350,502800
2026/05/29,48,25389950,23174800,18497300,19.31,18.95,18.95,19.18,19.18,17.39,17.39,17.31,0.02,14.96,7697100,3268100,597400,413650
2026/05/30,1,24752350,21358850,18327550,17.51,17.03,18.42,18.42,18.42,18.42,18.42,18.42,1.00,18.42,5021100,1788800,772300,715800
2026/05/30,2,25386000,20866850,17701650,17.25,16.40,17.94,17.94,17.94,16.10,16.10,16.10,0.01,16.10,6153700,1836400,1076900,947400
2026/05/30,3,25608750,20831300,17254050,17.27,16.39,18.69,18.69,18.69,14.43,14.43,14.43,0.01,14.43,7686200,1758450,1308800,1025800
2026/05/30,4,25783050,20332900,16838350,17.33,16.66,19.57,20.10,20.10,13.75,13.75,13.75,0.01,13.00,8799800,1691950,1324050,1024050
2026/05/30,5,25781850,20344750,16608500,17.91,17.13,22.28,25.68,21.08,14.25,14.25,14.25,0.01,12.75,9048550,1614650,1353550,1023550
2026/05/30,6,25745450,21112550,16618950,18.37,17.46,23.81,25.68,21.08,14.44,14.44,14.44,0.02,11.77,8944050,1505750,1374300,1023300
2026/05/30,7,25687050,21235900,16625850,19.11,17.46,23.83,25.68,21.17,16.01,16.01,16.01,0.02,16.01,8930600,1497950,1177450,957450
2026/05/30,8,25798500,21550750,16711100,19.52,17.46,23.83,25.68,22.18,18.68,18.68,18.68,0.01,18.68,9032500,1492600,1212700,957700
2026/05/30,9,25882750,21757550,16871550,19.86,17.46,23.84,25.68,22.19,18.60,18.60,18.60,0.01,18.60,9122650,1511050,1256600,955600
2026/05/30,10,25908800,21716450,16626250,19.35,17.37,23.84,25.12,22.16,17.67,17.67,17.67,1.00,17.67,9134500,1419600,1250400,871900
2026/05/30,11,25425000,21513800,16127700,18.74,16.53,18.74,22.00,21.99,18.80,18.80,18.80,2.00,18.80,9183600,1402050,1308050,916900
2026/05/30,12,26549300,20646950,16028800,17.33,15.91,15.91,18.59,18.59,18.59,18.59,18.59,0.01,17.00,9585450,1347100,1588650,1252650
2026/05/30,13,28587050,19460750,16288150,15.00,6.00,6.00,17.12,17.12,17.12,17.12,15.61,0.01,9.78,10129050,1285650,1799600,1514100
2026/05/30,14,30807200,18459400,16840400,8.87,1.00,1.00,12.25,12.25,12.25,12.25,5.00,0.01,5.00,10522350,1358150,1878700,1679650
2026/05/30,15,33097600,18600150,17824950,0.50,0.01,0.01,8.00,8.00,8.00,8.00,1.00,0.01,0.01,10922950,1416850,2048300,1890650
2026/05/30,16,35357000,20446000,18860550,1.00,0.01,0.01,17.33,3.00,3.00,3.00,0.02,0.01,0.01,11448150,1339350,2898450,2756800
2026/05/30,17,36624050,20764050,19619500,0.04,0.01,0.01,16.44,2.00,2.00,2.00,1.00,0.01,0.01,11532600,1227000,3350450,3296400
2026/05/30,18,38167850,21283650,20268650,0.01,0.01,0.01,16.34,1.01,1.01,1.01,1.00,0.01,0.01,11851200,1125550,3627250,3501400
2026/05/30,19,39372350,21056400,20353850,0.01,0.01,0.01,10.80,0.05,0.05,0.05,0.01,0.01,0.01,11794150,1057150,3552000,3317100
2026/05/30,20,40259300,21199450,20623650,0.01,0.01,0.01,8.50,0.02,0.02,0.02,0.01,0.01,0.01,11856250,1056550,3527350,3287550
2026/05/30,21,40979450,21237050,20595550,0.01,0.01,0.01,9.00,0.02,0.02,0.02,0.01,0.01,0.01,11981100,997400,3508050,3269450
2026/05/30,22,41496650,21622450,20941600,0.01,0.01,0.01,10.80,0.02,0.02,0.02,0.01,0.01,0.01,12288050,1160150,3453550,3218500
2026/05/30,23,41890700,22164000,21327350,0.01,0.01,0.01,15.53,0.02,0.02,0.02,0.01,0.01,0.01,12323750,1296400,3391950,3159700
2026/05/30,24,41957550,22245350,21418450,0.01,0.01,0.01,15.52,0.02,0.02,0.02,0.01,0.01,0.01,12264500,1292000,3385700,3153450
2026/05/30,25,41852650,22340350,21655100,0.01,0.01,0.01,13.86,0.03,0.03,0.03,0.01,0.01,0.01,12242950,1620300,3355650,3144450
2026/05/30,26,41710150,22321600,21492200,0.01,0.01,0.01,15.52,0.02,0.02,0.02,0.01,0.01,0.01,12121650,1626250,3393400,3182400
2026/05/30,27,41044200,22450600,21394600,0.01,0.01,0.01,16.27,0.02,0.02,0.02,0.01,0.01,0.01,11971550,1607550,3417500,3291700
2026/05/30,28,40443500,22607050,20914700,0.01,0.01,0.01,17.33,0.01,0.01,0.01,0.01,0.01,0.01,11798550,1600950,3105850,3074500
2026/05/30,29,39953100,22707950,21022800,0.01,0.01,0.01,17.84,1.00,1.00,1.00,0.01,0.01,0.01,11653450,1628450,2586450,2573050
2026/05/30,30,38621250,23259350,20976350,1.00,0.01,0.01,18.20,3.50,3.50,3.50,0.01,0.01,0.01,11394850,1622100,2709000,2706750
2026/05/30,31,37550300,23257000,20746600,3.00,0.01,0.01,25.68,9.45,9.45,9.45,0.01,0.01,0.01,11373700,1620000,2549950,2531700
2026/05/30,32,35629500,22426600,19836400,8.87,0.01,0.01,18.00,13.00,13.00,13.00,0.01,0.01,0.01,11262100,1597900,2310400,2136150
2026/05/30,33,33944750,22821750,19072350,5.00,8.00,8.00,16.44,11.54,11.54,11.54,0.01,0.01,0.01,11174150,1667250,1964950,1731200
2026/05/30,34,32929350,23427850,18735200,12.23,15.00,15.79,20.00,13.00,13.00,13.00,1.00,0.01,1.00,11161350,1775250,1530550,1300300
2026/05/30,35,31270150,23222200,17924750,15.98,15.48,16.83,20.06,15.00,13.48,13.48,9.56,0.01,9.56,11131050,1861300,964850,759350
2026/05/30,36,30265500,23569250,18088900,17.33,21.00,23.84,25.68,18.98,12.11,12.11,11.15,0.01,11.15,11030750,2073850,584250,465250
2026/05/30,37,29512650,24552750,18334150,18.74,10.01,23.86,25.68,19.63,13.75,13.75,13.59,0.02,13.59,11048800,2291850,672200,432800
2026/05/30,38,28613050,25177850,18289500,20.01,16.87,25.06,39.50,21.09,16.10,16.10,16.10,2.90,16.10,10897950,2268950,612500,406450
2026/05/30,39,28289500,25208500,18299100,21.09,17.23,24.87,45.00,27.00,16.10,16.10,16.10,3.00,16.10,10911200,2263750,624050,374250
2026/05/30,40,28551100,24663850,17984050,19.40,17.53,24.58,25.68,21.08,15.79,15.79,15.79,3.00,15.79,10967600,2280850,590300,372000
2026/05/30,41,28550200,24313550,17304650,18.62,17.39,23.85,23.85,21.02,14.96,14.96,14.96,2.90,14.96,10965350,2263050,574350,365550
2026/05/30,42,28250800,23838600,17085950,18.17,17.24,21.01,21.01,21.01,14.96,14.96,14.96,1.00,14.96,10869050,2199100,559200,359400
2026/05/30,43,27966200,22720950,16502150,17.69,16.96,19.83,19.83,19.83,13.48,13.48,13.48,2.00,13.48,10872350,2160900,631300,449750
2026/05/30,44,27803650,22598400,16274300,17.33,16.69,18.91,18.91,18.91,13.75,13.75,13.75,0.02,13.75,10662700,2009250,933500,700700
2026/05/30,45,28343900,22515350,16899550,17.33,16.74,19.37,19.37,19.37,13.59,13.59,13.59,0.01,13.59,10548450,1937400,932750,703950
2026/05/30,46,27890050,21813550,17364500,18.25,16.83,24.39,40.00,19.09,13.59,13.59,13.59,2.00,13.59,10383400,1928100,934900,700100
2026/05/30,47,27452750,21706550,17218900,18.62,16.70,23.26,30.00,19.37,14.43,14.43,14.43,2.00,14.43,10251400,2010450,925350,700300
2026/05/30,48,27265350,20663100,16730550,17.90,16.55,24.88,25.68,18.28,11.77,11.77,11.77,0.02,11.77,9985750,2023850,492150,346450
2026/05/31,1,25966700,19304600,17002300,16.40,16.40,18.56,18.56,15.00,11.77,11.77,11.77,2.90,11.77,7699400,1934950,807500,697000
2026/05/31,2,26996500,18933600,16248150,15.34,16.45,20.00,20.00,16.83,9.56,9.56,9.56,2.90,9.56,9774600,1990250,874550,761050
2026/05/31,3,27428700,18642000,15696500,15.41,16.62,18.75,18.75,17.07,9.31,9.31,9.31,2.90,9.31,10585000,2040600,963500,738500
2026/05/31,4,27336700,19175700,15237300,16.05,16.87,18.19,18.19,18.19,9.31,9.31,9.31,2.00,9.31,10946650,2061500,978300,737300
2026/05/31,5,27934500,18993200,15346000,15.74,17.10,17.60,17.60,17.31,9.31,9.31,9.31,2.90,9.31,10982100,1889300,1013700,737700
2026/05/31,6,27950550,19329900,15567000,15.89,17.48,18.00,18.00,17.51,9.31,9.31,9.31,2.00,9.31,10998500,1879350,1175000,749500
2026/05/31,7,27889800,19848950,16063100,16.18,17.45,19.18,19.18,17.99,9.56,9.56,9.56,2.90,9.56,10945850,1889400,1237300,807300
2026/05/31,8,27968850,20267500,16243050,16.46,17.40,22.26,22.26,17.96,9.78,9.78,9.78,3.00,9.78,11267050,1870350,1339500,898500
2026/05/31,9,28130600,20365850,16267500,16.96,17.43,26.04,26.04,18.09,10.42,10.42,10.42,2.90,10.42,11771900,2021750,1367500,930500
2026/05/31,10,28443250,20391900,16287300,17.00,10.01,25.00,25.00,18.17,11.77,11.77,11.77,2.90,11.77,12022600,1999000,1340100,933100
2026/05/31,11,28424600,20139450,15554350,17.50,8.86,19.99,19.99,19.46,13.75,13.75,13.75,3.00,13.75,12395150,1993950,993600,799100
2026/05/31,12,29162150,19454050,15856950,16.44,8.86,17.51,17.51,17.51,11.77,11.77,11.77,2.00,11.77,12809450,2065650,1117050,1071050
2026/05/31,13,30256900,18072350,15566300,11.77,8.86,16.08,16.08,16.08,9.78,9.78,9.78,0.01,9.78,13014300,1921100,1202600,1174600
2026/05/31,14,31907850,17849950,16262550,7.95,6.00,8.04,12.11,12.11,7.48,7.48,7.48,0.01,7.48,13144700,1987450,1385750,1349150
2026/05/31,15,33314200,18033100,16996100,3.00,3.00,3.50,11.49,11.49,2.90,2.90,2.90,0.01,0.01,13597600,2039850,1820900,1594150
2026/05/31,16,34838750,19954450,17711150,7.50,0.01,0.01,16.71,12.11,3.50,3.50,3.50,3.50,0.01,14041650,1930700,2209550,1787800
2026/05/31,17,35571850,20576900,17989450,6.11,0.01,0.01,16.44,12.11,6.00,6.00,6.00,6.00,0.01,14241350,1988750,2859750,2205250
2026/05/31,18,36740900,21384800,18599750,5.00,0.01,0.01,16.44,12.11,6.82,6.82,6.82,6.82,0.01,14420800,1890800,3226200,2324400
2026/05/31,19,37369500,21924100,18636150,7.89,0.01,0.01,17.33,12.11,8.83,8.83,2.90,2.90,0.01,14361500,1721950,3439100,2500250
2026/05/31,20,38020500,22271550,19104050,5.00,0.01,0.01,17.07,12.11,8.99,8.99,0.04,0.04,0.01,14348950,1691650,3438100,2499250
2026/05/31,21,38825700,22674600,19410950,4.76,0.01,0.01,16.50,12.11,8.83,8.83,0.02,0.02,0.01,14354300,1695800,3399050,2481150
2026/05/31,22,39311650,22921350,19674750,3.01,0.01,0.01,16.44,12.11,8.83,8.83,0.01,0.01,0.01,14378950,1691300,3456800,2538900
2026/05/31,23,39651100,23163000,19856800,3.00,0.01,0.01,17.33,12.11,12.11,12.11,0.01,0.01,0.01,14443400,1681650,3474300,2559950
2026/05/31,24,39814600,23127350,19906100,2.90,0.01,0.01,16.44,12.11,12.11,12.11,0.01,0.01,0.01,14389750,1660550,3455150,2542250
2026/05/31,25,39933350,23324000,19871750,2.90,0.01,0.01,17.54,12.11,12.11,12.11,0.01,0.01,0.01,14328900,1657850,3365050,2452150
2026/05/31,26,39768850,23290550,19805900,2.90,0.01,0.01,18.09,12.11,12.11,12.11,0.01,0.01,0.01,14417100,1659350,3471200,2558300
2026/05/31,27,39556300,23257950,19924300,3.00,0.01,0.01,18.50,11.92,11.92,11.92,0.01,0.01,0.01,14432100,1797500,3507450,2594550
2026/05/31,28,39087650,23170800,20083400,3.55,0.01,0.01,19.18,11.53,11.53,11.53,0.01,0.01,0.01,14436500,2024300,3393400,2711500
2026/05/31,29,38764950,22010300,19561700,1.04,0.01,0.01,18.90,11.51,2.90,2.90,0.01,0.01,0.01,14263550,2080500,2581600,2280700
2026/05/31,30,38338100,22889900,20252050,8.23,0.50,0.50,26.04,12.11,8.87,8.87,0.01,0.01,0.01,13787300,2054750,2111450,1996450
2026/05/31,31,36879850,23053650,19912200,9.31,4.00,4.00,49.99,12.11,4.57,4.57,0.01,0.01,0.01,13651000,2043250,2304450,2184450
2026/05/31,32,36626800,21595300,18777600,7.82,8.72,8.72,18.68,11.43,11.43,11.43,0.01,0.01,0.01,13591850,2062750,1735700,1561700
2026/05/31,33,35022800,22155900,18807650,7.00,8.87,16.22,16.22,7.39,7.39,7.39,0.01,0.01,0.01,13492000,2165950,1944700,1709700
2026/05/31,34,33339250,23025250,18505850,9.31,8.87,18.63,18.63,11.09,3.00,3.00,3.00,0.01,3.00,13198800,2353750,1767550,1389000
2026/05/31,35,31711400,23105000,17506050,14.25,10.12,19.18,19.18,11.48,8.91,8.91,8.91,0.01,8.91,13032300,2535050,1262400,844650
2026/05/31,36,31128850,24245500,17781100,17.19,15.00,26.04,26.04,19.10,9.78,9.78,9.78,0.01,9.78,12731000,2501750,1400350,482800
2026/05/31,37,30601400,25386000,18061300,19.40,20.00,27.50,27.50,19.34,14.43,14.43,14.43,2.00,14.43,12809650,2715150,1649050,478250
2026/05/31,38,29927600,25821850,18016300,21.00,23.73,34.50,34.50,18.79,16.99,16.99,16.99,2.90,16.99,12726200,2725600,1814700,475400
2026/05/31,39,29765450,26247700,18054750,21.18,30.00,35.83,35.83,19.80,17.24,17.24,17.24,3.00,17.24,12734000,2795350,1756650,474100
2026/05/31,40,29944500,25878050,17967150,20.00,26.71,31.16,31.16,17.59,16.46,16.46,16.46,3.00,16.46,12786400,2790800,1650700,470650
2026/05/31,41,29842600,25230300,17754600,19.40,26.23,26.23,26.23,18.31,16.46,16.46,16.46,3.00,16.46,12761600,2706200,1519000,458450
2026/05/31,42,29894800,24718800,17670950,19.18,26.04,26.04,26.04,18.67,15.87,15.87,15.87,3.00,15.87,12877050,2779650,1287500,452950
2026/05/31,43,29632650,24324500,17077550,18.74,20.14,20.14,20.14,20.14,14.43,14.43,14.43,2.90,14.43,12937950,2831000,1137000,447950
2026/05/31,44,29623200,23580400,17046700,18.01,17.82,20.00,20.00,20.00,13.59,13.59,13.59,2.90,13.59,12907450,2928750,946100,443050
2026/05/31,45,30066350,22287100,16734250,17.51,17.25,18.81,18.81,18.81,14.25,14.25,14.25,2.00,14.25,12913700,2962000,890700,447650
2026/05/31,46,30303200,21669600,17446850,19.18,34.50,34.50,34.50,18.76,13.59,13.59,13.59,2.00,13.59,13199950,2989500,750900,445350
2026/05/31,47,29755200,21330800,17396750,19.36,25.00,35.83,35.83,19.62,13.75,13.75,13.75,2.90,13.75,13044300,2861550,628050,443500
2026/05/31,48,29158550,20341750,16965500,18.07,23.73,30.13,30.13,18.34,13.59,13.59,13.59,2.00,13.59,12297350,2684000,463100,436850
2026/06/01,1,26397000,20084400,17567050,17.00,16.67,18.65,18.65,17.96,14.36,14.36,9.86,0.02,9.86,7671300,2273650,349550,349550
2026/06/01,2,26951700,19933900,17055850,16.46,16.82,17.85,17.85,17.85,14.36,14.36,9.57,0.02,9.57,8749400,2332550,368850,368850
2026/06/01,3,27364350,19949900,16667100,15.98,15.85,17.12,17.12,17.12,14.36,14.36,9.86,0.01,9.86,10160100,2915850,515750,421750
2026/06/01,4,27776750,19613800,16511800,15.58,17.12,17.12,17.12,17.12,14.17,14.17,9.55,0.01,9.55,11678100,3680150,482250,403750
2026/06/01,5,27907250,19807250,16698000,16.51,16.33,17.12,17.12,17.12,14.17,14.17,9.55,0.02,9.55,12092700,3920150,529350,428350
2026/06/01,6,27960800,20371400,16616600,16.84,17.25,17.25,17.25,17.25,14.36,14.36,9.57,0.01,9.57,12181400,3943350,685850,468850
